Duplicate Code,Dead Code,Data Class,Long Method,Switch Statement,Redundancy,Code Style
1.589964844998402,1.0426653883029722,0.379514221796101,0.08788750399488654,0.03195909236177692,0.6152125279642058,1.0226909555768615
398,261,95,22,8,154,256
