REFACTOR,RESTRUCTUR,RECODE,REENGINEER,REWRIT,EDIT,ADD,CHANG,CREAT,EXTEND,EXTRACT,FIX,IMPROV,INLIN,INTRODUC,MERG,MOV,REPACKAG,REDESIGN,REDUC,REFIN,REMOV,RENAM,REORGANIZ,REPLAC,SPLIT,CHANGTHENAME,CLEANUPCODE,CLEANUP,CODECLEAN,CODEOPTIMIZATION,FIXCODESTYLE,IMPROVCODEQUALITY,PULLUP,PUSHDOWN,SIMPLIFYCODE
4.918910040743665,0.10066705167398711,0.0015894797632734806,0.0010596531755156537,0.7020202287791206,0.14252335210685543,29.457828452747417,10.573749211882951,15.25264780837232,2.4997218410414273,2.201429472133771,7.6162571990187615,6.985763559586947,0.2347131783767173,1.6896169883597099,2.1187765244435495,3.920186922820161,0.01695445080825046,0.03390890161650092,1.973604039397905,0.06198971076766574,5.286079866059839,1.0426987247074033,0.027550982563406996,1.3256261225700827,1.120053406520046,0.028080809151164825,0.016424624220492633,0.5160510964761233,0.07735468181264273,0.0005298265877578268,0.005828092465336095,0.013775491281703498,0.00847722540412523,0.01907375715928177,0.00847722540412523
9284,190,3,2,1325,269,55599,19957,28788,4718,4155,14375,13185,443,3189,3999,7399,32,64,3725,117,9977,1968,52,2502,2114,53,31,974,146,1,11,26,16,36,16
