REFACTOR,RESTRUCTUR,RECODE,REENGINEER,REWRIT,EDIT,ADD,CHANG,CREAT,EXTEND,EXTRACT,FIX,IMPROV,INLIN,INTRODUC,MERG,MOV,REPACKAG,REDESIGN,REDUC,REFIN,REMOV,RENAM,REORGANIZ,REPLAC,SPLIT,CHANGTHENAME,CLEANUPCODE,CLEANUP,CODECLEAN,CODEOPTIMIZATION,FIXCODESTYLE,IMPROVCODEQUALITY,PULLUP,PUSHDOWN,SIMPLIFYCODE
20.340161432544257,0.267923760428678,0.0,0.0,5.629790409007665,0.16448484026317575,20.899749033439598,1.3921861222274978,5.553483008885573,1.7025028827240045,0.4476700807162721,1.8449433629519094,4.2986502068778405,0.0,0.2374008003798413,0.5087160008139456,0.27470664043953064,0.0,0.0,1.5990639625585024,28.423658685477854,3.313436885301499,0.2374008003798413,0.0,0.38662416061859867,0.16787628026860205,0.03391440005426304,0.045784440073255106,1.7364172827782676,0.2611408804178254,0.010174320016278913,0.0423930000678288,0.0949603201519365,0.020348640032557826,0.05426304008682086,0.010174320016278913
11995,158,0,0,3320,97,12325,821,3275,1004,264,1088,2535,0,140,300,162,0,0,943,16762,1954,140,0,228,99,20,27,1024,154,6,25,56,12,32,6
