RECODE,REENGINEER,REWRIT,EDIT,ADD,CHANG,CREAT,EXTEND,EXTRACT,FIX,IMPROV,INLIN,INTRODUC,MERG,MOV,REPACKAG,REDESIGN,REDUC,REFIN,REMOV,RENAM,REORGANIZ,REPLAC,RESTRUCTUR,SPLIT,CHANGTHENAME,CLEANUPCODE,CLEANUP,CODECLEAN,CODEOPTIMIZATION,FIXCODESTYLE,IMPROVCODEQUALITY,PULLUP,PUSHDOWN,SIMPLIFYCODE
0.12234910277324633,0.0,2.6916802610114194,0.08156606851549755,30.709624796084828,5.220228384991843,8.442088091353996,2.8140293637846656,2.6101141924959217,7.463295269168026,10.0326264274062,0.4893964110929853,1.0603588907014683,2.4061990212071778,3.7928221859706364,0.040783034257748776,0.24469820554649266,1.5905383360522023,0.4893964110929853,10.0326264274062,1.9575856443719413,0.12234910277324633,3.3849918433931485,0.040783034257748776,1.468189233278956,0.0,0.1631321370309951,1.6313213703099512,0.24469820554649266,0.0,0.0,0.0,0.12234910277324633,0.44861337683523655,0.08156606851549755
