Lemma,Number of occurrences
FALCON-2229,9
BacklogEmitterMetricService,3
deletion,10
PracheerAgarwal,1
335,1
sandeepSamudrala/FALCON-2229,1
280a079,1
22a80b6,1
5cb25e8,1
3558af3,1
FALCON-822,0
FALCON-1046,0
Karishma,1
FALCON-2074,0
Bugs,2
221,0
PraveenAdlakha/processSLATesting,0
FALCON-1566,1
Deepak,0
Barr,0
deepak.barr,0
pragya-mittal/feed-sla,0
c6c6f65,0
251d404,0
f5b2888,0
f037385,0
4c19ec0,0
3b7fd63,0
FALCON-1829,0
scheduler,12
FALCON-1914,0
mirroring,0
unsecure,0
viceversa,1
sramesh,2
205,1
sowmyaramesh/FALCON-1914,0
FALCON-2042,1
Persist,6
PraveenAdlakha/1493,0
32c4109,0
fe3616e,0
eb25312,0
abee43f,0
2acb958,0
b4d4310,0
92b785b,0
Listerners,0
be97853,0
70ba220,0
37161a3,0
7f50bf4,0
762482d,0
FALCON-1802,0
pavankumar526,0
pavankumar526/FALCON-1802,0
FALCON-1569,0
frequency,4
retention,2
FALCON-1675,1
FALCON-668,0
FeedReplicator,1
DistCP,0
FALCON-1287,0
listAllEntities,0
listEntities,0
FALCON-1261,0
ProcessSetupTest,2
EntitiesPatternSearchTest,0
stabilization,1
conributed,0
FALCON-352,0
Shaik,0
Idris,0
Ali,0
bf027e16995a0487296517fc0024831733e4002a,1
FALCON-2175,2
LogMover,3
praveen8927,0
292,3
pallavi-rao/2175,0
38e16ee,0
144c588,0
3848b10,0
5ecb344,0
be17164,0
FALCON-2191,17
submitAndScheule,5
307,5
sandeepSamudrala/FALCON-2191,2
2928bce,2
Rebasing,2
2c14f41,2
5da9141,2
ca45a2e,2
9487132,2
fd2357b,4
FALCON-2190,28
FALCON-2095,0
HiveDR,3
NN-HA,0
NN/RM,0
240,0
vrangan/FALCON-2095,0
342,2
sandeepSamudrala/FALCON-2259,1
FALCON-1129,1
FALCON-2200,9
331,1
sandeepSamudrala/FALCON-2200,1
737fad3,1
1780416,1
entitychannel,1
ExtensionManager,7
Proxy,13
proxyUtil,1
8a4d035,1
proxies,3
proxyutil,1
c8d0ab7,1
cc7c9e9,1
FALCON-2246,9
Api,8
pracheeragarwal,3
im2216-x0.corp.inmobi.com,3
344,1
PracheerAgarwal/FALCON-2246,1
3b7377f,1
001bcf6,1
d9cc2c0,1
FALCON-2247,1
e1d321f,1
c40d4a8,1
f951450,1
skeleton,3
d16eaf1,1
0915834,1
b31c758,1
abd9c71,1
778c579,2
e39808d,2
a932633,2
fda3b28,2
a93d71a,2
e3728d5,2
066c8e2,3
b20f044,2
7f572a1,2
FALCON-2280,0
mirror,3
WASB,0
Peeyush,3
peeyushb,2
n.r.v,0
live.com,0
365,0
sowmyaramesh/FALCON-2280,0
FALCON-2194,9
Enhaced,1
314,1
sandeepSamudrala/FALCON-2194,1
0313041,1
61a463c,1
8d58ef6,1
53c680b,1
sandeepSamudrala/FALCON-2183,1
73339264d6d8cd627aee0be53007a7bd4e4956ac,0
FALCON-2199,0
//github.com/apache/falcon/pull/331,0
333,0
sandeepSamudrala/FALCON-2199,0
FALCON-1679,0
native/oozie,0
FALCON-592,0
FalconCLI,3
manageable,0
308,2
sandeepSamudrala/FALCON-2201,2
FALCON-1698,1
ClusterSetupTest,1
FALCON-1088,0
FeedDelayParallelTimeoutTest,0
FeedDelayTest,0
FALCON-910,0
karan,0
kumar,5
FALCON-2039,1
vrangan,0
244,0
PraveenAdlakha/2039,0
b71290a,0
26ddc02,0
d4f4cf8,0
cdf9ae1,0
9aee018,0
multithread,0
b3115de,0
Agebased,0
22c25a3,0
Startup,0
1bc278f,0
71b8d1a,0
dd58642,0
FALCON-1895,1
FalconClient,1
Bishnoi,2
PraveenAdlakha/1895,0
00a65a2,0
d069466,0
4e79efc,0
d8bc106,0
FALCON-1387,0
Instance,2
FALCON-1297,1
Submit,6
FALCON-1186,0
summary,4
Suhas,3
Vasu,3
FALCON-2233,1
entension,1
337,1
PracheerAgarwal/FALCON-2233,0
9f4f62d,0
4686083,0
28eff42,0
e708436,0
946efc0,0
2ce8bf0,0
FALCON-2096,11
sandeepSamudrala/FALCON-2096,1
c9030e6,1
4c9c655,1
9f0d751,1
2096,3
97d2a8f,1
d853c76,1
fa8f8ad,1
89def80,1
316,1
sandeepSamudrala/FALCON-2190,1
57170c4,1
acf2734,1
d343ea3,1
07c7dd7,1
ca6fbb1,1
94c93c4,1
7873b05,1
e7c438a,1
17a15c8,1
4c28d1c,1
f701317,1
FALCON-1495,0
FALCON-1644,0
FALCON-1568,0
Instances,1
FALCON-2059,6
BacklogMetricEmitter,1
Service,12
Processes,1
appdynamics.com,0
212,0
pavankumar526/master,0
ad84f0f,0
dea8f93,0
startup.properties,0
dbe3a7f,0
d72d228,0
throwable,1
46dcef8,0
oozieworkflowengine,0
e92d3bc,0
isMissing,0
6d6cf81,0
Handled,3
6c03701,0
oozie,6
81f0b03,0
e3dbe88,0
b5d9e70,0
fb78fba,0
EntitySLAAlert,0
80c015a,0
FALCON-788,0
Lineage,1
FALCON-494,0
FALCON-1039,0
FALCON-1974,0
superuser,0
bundle/coord,0
Ying,7
Zheng,2
bvellanki/FALCON-1974,0
FALCON-1909,0
triage,0
pointer,4
…ception,0
117,0
bvellanki/FALCON-1909,0
FALCON-973,0
yarn,2
pavan,2
kolamuri,1
FALCON-555,0
'params,0
'entry,0
FALCON-749,0
Suresh,9
Srinivas,0
FALCON-863,0
rerun,6
FALCON-849,0
500,4
Unauthorized,0
FALCON-587,0
AfterClass,7
falcon-regression,0
clean_test_dir=false,0
FALCON-1368,1
FALCON-2268,2
ASC,2
353,1
PracheerAgarwal/FALCON-2268,0
40bbe9b,0
48fe3f4,0
ac32e54,0
1dbde80,0
9ff05df,0
9c2f0a5,0
9cd8c17,0
FALCON-2195,9
Details,6
315,3
sandeepSamudrala/FALCON-2195,1
350957f,1
5f7e209,1
getExtensionJobDetails,1
8f209ea,1
dc9090e,1
FALCON-1880,0
TDE,1
skipcrccheck,1
distcp,1
ajaynsit,0
Venkatesan,0
Ramachandran,9
Me.venkatr,0
bvellanki/master,0
FALCON-2077,1
278,1
PraveenAdlakha/2077_v1,0
3b89e83,0
EntityType,0
a4c3686,0
860d055,0
FALCON-2226,1
327,0
PraveenAdlakha/2226,0
59a43ef,0
localextensionmanager,0
473f04a,0
6a346aa,0
8733f53,0
9ba005e,0
699b06f,0
29da911,0
0b7d02a,0
6b77cc1,0
FALCON-2223,0
Distributed,0
FALCON-1560,1
days,1
FALCON-1158,1
'pattern,1
LIST,3
'nameseq,1
FALCON-1244,0
numResults,0
listInstances,0
FALCON-1195,1
ClusterEntityParserTest,1
intermittently,12
FALCON-1640,0
Cascading,0
FALCON-1170,0
workflow/coord/bundle,0
FALCON-1373,0
destination,46
FALCON-496,0
Directories,0
FALCON-1588,0
FALCON-1099,0
FALCON-483,0
ConfigurationStoreTest.testConcurrentRemoves,0
jenkins,8
FALCON-1520,0
FALCON-645,0
FALCON-635,0
FALCON-869,0
FALCON-443,0
FALCON-1865,0
sla,2
PraveenAdlakha/feed_alert,0
FALCON-631,0
late,1
FALCON-1607,0
FALCON-630,0
FALCON-109,0
Submission,0
FALCON-1091,0
Monitoring,0
registers,2
PallaviRao,0
FALCON-836,0
FALCON-776,0
PrismFeedUpdateTest,0
FeedInstanceStatus,0
FALCON-609,0
UpdateAtSpecificTimeTest,0
InstanceSummaryTest,0
tagged,1
FALCON-566,0
FALCON-577,0
0.6,0
week,2
FALCON-632,0
FALCON-593,0
Yadav,0
FALCON-787,0
FALCON-677,0
stats,47
/tmp/,0
54430ed279909c3e7d488e4ef98d05f56c4ecf45,0
ae08745f10cfbfa5df5a7f797ac04bded6daf3fa,0
KYLIN-2801,1
DataType,2
KYLIN-2720,3
c8a0622d64658bf5999120874d7f282ba1cbb713,0
KYLIN-2575,4
KYLIN-2676,0
Experimental,0
Computed,0
KYLIN-2302,0
statement.setMaxRows,0
shaofengshi,17
KYLIN-2603,1
KYLIN-2557,0
KYLIN-2686,0
computed,7
KYLIN-2599,0
KYLIN-2531,0
tableExt,0
jackson,0
KYLIN-2497,0
SelfDefineSortableKey,0
xiefan,0
KYLIN-2552,1
KYLIN-2384,1
refine,6
NumberDictionary,2
Yang,27
liyang,8
KYLIN-2459,0
KYLIN-2341,0
unsupported,5
aggr,2
KYLIN-2442,0
calculate,3
KYLIN-1770,0
1.10,2
KYLIN-2391,0
Unclosed,0
FileInputStream,0
KylinConfig,1
getConfigAsString,0
KYLIN-2436,0
KYILN-2437,0
KYLIN-2438,2
KYLIN-2443,0
KYLIN-2236,0
honor,6
backdoortoggles,0
KYLIN-2335,0
KYLIN-2503,0
KYLIN-2502,0
Hive/spark,0
YARN,18
KYLIN-2456,0
KYLIN-2202,1
KYLIN-1851,3
KYLIN-2282,0
N-Dimension,1
Cuboid,0
inaccurate,1
KYLIN-2293,0
KylinConfigBase,0
test-related,0
KYLIN-2180,0
ProjectRequest,0
KYLIN-2263,0
KYLIN-2244,0
kylin.job.cuboid.size.memhungry.ratio,0
measures,0
TopN,2
NumberDictionaryForest,0
KYLIN-2312,0
config/environment,0
TrieDictionary,0
TrieDictionaryForest,1
KYLIN-2635,1
KYLIN-2211,0
IDictionaryValueEnumerator,0
KYLIN-2255,0
coprocessor,3
DeployCoprocessorCLI,0
Hongbin,2
mahongbin,2
KYLIN-2410,0
mapper/reducer,0
max,35
KYLIN-2290,2
KYLIN-2170,1
doMap/doReduce/doCleanup,0
KYLIN-2050,0
AutoCloseable,2
KYLIN-2495,0
encoded,5
KYLIN-1986,0
CubeMigrationCLI,2
KYLIN-2294,0
cube,20
KYLIN-1859,0
uuid,2
KYLIN-2301,0
KYLIN-2219,0
table_ext,0
KYLIN-2091,0
start-point,0
parition,0
KYLIN-1760,1
HTable,7
KYLIN-1635,0
doMap,0
/doRecuce,0
/doCleanup,0
KYLIN-2059,0
Concurrent,5
CubeManager.calculateToBeSegments,0
KYLIN-2004,3
KYLIN-1889,0
Deal,2
KYLIN-1216,5
DateFormat,4
'YYYYMMDD,4
yangli9,10
ebay.com,27
MockAcl,0
delegates,1
RealAcl,0
KYLIN-2029,0
distinct,17
KYLIN-1505,0
guava,2
Predicates.and,0
KYLIN-1387,2
cubing,5
cuboids,5
engine-mr/src/main/java/org/apache/kylin/engine/mr/steps/MapContextGTRecordWriter.java,2
KYLIN-1858,0
IRealizationSegment,0
KYLIN-2108,0
massageSql,0
KeywordDefaultDirtyHack,0
KYLIN-2079,0
knob,0
KYLIN-1834,1
dict,3
upto,1
trie,8
KYLIN-1982,0
associate,2
KYLIN-1936,0
exactAggregation,0
KYLIN-1698,0
yyyyMMdd,0
KYLIN-1789,0
View,0
Lookup,1
KYLIN-1534,0
Cube,2
kylin.properties,0
KYLIN-1655,0
KYLIN-1486,0
'Too,1
digits,2
KYLIN-1379,0
stable,6
functional,10
KYLIN-1186,1
KYLIN-1787,0
KYLIN-1495,1
1.0~1.3,0
1.5,16
KYLIN-1766,1
Alter,0
LookupTable,0
millis,0
yyyymmdd,0
KYLIN-1677,0
Distribute,0
KYLIN-1323,3
hfile,0
KYLIN-1560,0
BatchCubingJobBuilder2,0
KYLIN-875,13
core-cube,1
hadoop/hbase,7
region,31
hfiles,0
KYLIN-1427,0
partition_time_column,0
partition_time_format,0
partition_date_column,0
partition_date_format,0
KYLIN-1502,0
desc,2
KYLIN-1101,1
YYYYMMDD,1
KYLIN-1431,0
KYLIN-953,3
MapReduceExecutable,3
KYLIN-1205,4
HConnection,7
KYLIN-1328,2
KYLIN-1723,0
Less,1
KYLIN-1126,1
pscan,1
compability,1
KYLIN-1656,0
MRv2,0
KYLIN-1094,1
Kyro,1
SparkCubing,1
read-write,0
KYLIN-1669,0
Capacity,0
DataModel,0
KYLIN-839,5
Snapshot,1
KYLIN-1048,3
killer,3
Cuboid.findById,3
KYLIN-1068,17
footprint,6
3rd,2
Counter,1
invisible,1
4th,1
KYLIN-1066,1
5th,1
bigger,3
PRICE,1
test_kylin_fact,1
6th,1
7th,1
htable,1
8th,1
9th,1
10th,1
cubes,1
accelerate,1
core-dictionary,1
KYLIN-895,1
retention_range,1
KYLIN-1011,3
decompose,1
tunings,2
KYLIN-910,3
'auto,1
KYLIN-1010,3
Decompose,1
KYLIN-1041,1
KYLIN-1283,2
GTScanRequest,3
SerDer,2
Kryo,3
KYLIN-1093,3
Consolidate,16
getCurrentHBaseConfiguration,3
newHBaseConfiguration,3
HadoopUtil,3
KYLIN-831,1
Kylin,5
'ABC,1
'TABLE,1
hadoop-common,1
KYLIN-1230,4
KYLIN-742,1
KYLIN-1075,3
group-by,3
auto_merge_time_ranges,1
CubeDesc,1
KafkaInputAnalyzer,1
'core-job,1
'engine-mr,1
'source-hive,1
'storage-hbase,1
assembly,3
'addTask,1
ChainedExecutable,1
KYLIN-844,3
BackdoorToggles,3
KYLIN-792,1
dir,7
KYLIN-708,1
precalculate,1
groupByMask,1
KYLIN-627,1
KYLIN-740,1
KYLIN-865,1
CubeService,1
LongWritable,1
LongMutable,1
core-metadata,1
KYLIN-817,5
TimeStrDictionary,1
KYLIN-630,1
KYLIN-658,1
KYLIN-717,1
OLAPEnumerator.convertCurrentRow,1
KYLIN-855,1
KYLIN-816,1
core-common,1
KYLIN-694,1
KYLIN-2811,2
KYLIN-3070,1
delimeter,0
KYLIN-3368,0
dump,11
KYLIN-3145,1
KYLIN-2881,1
KYLIN-2980,1
getKey/Value,1
setKey/Value,1
KYLIN-3224,3
lidongsjtu,9
lidong,9
KYLIN-3125,0
SparkSql,0
'Create,0
Intermediate,1
Flat,0
APACHE-KYLIN-2746,0
KYLIN-2812,0
parserTimeStampField,0
TimestampField,0
KYLIN-3025,3
CONVERT,1
bigint,1
tableau,1
10.4,31
'having,0
Fan,0
Xie,0
APACHE-KYLIN-2725,0
pushdown,2
APACHE-KYLIN-2734,1
nju_yaho,2
KYLIN-2851,0
inspect,1
KYLIN-2877,0
unclosed,2
KYLIN-2834,0
Broadcaster,1
wipe,0
KYLIN-3375,1
ext,0
KYLIN-3311,0
Resource.checkAndPutResourceImpl,0
WriteConflictException,0
hbase,7
kylin,2
KYLIN-3223,1
adjustment,3
KYLIN-3239,3
APACHE-KYLIN-2726,0
dashboard,0
showing,16
KYLIN-2796,0
statisticsenabled,0
APACHE-KYLIN-3359,0
tupleExpressionList,0
tupleExpressionMap,1
dynamicCols,0
KYLIN-3348,1
'missing,1
LastBuildJobID,1
KYLIN-3359,1
KYLIN-3374,0
KYLIN-3352,1
seg,1
pruning,6
KYLIN-3119,1
'massageSql,1
'QueryUtil.java,1
KYLIN-2818,0
dateRange,0
sourceOffset,0
CubeSegment,0
KYLIN-3281,0
OLAPProjectRule,0
normal,16
projectRel,0
input=sortRel,0
KYLIN-3220,1
checkPermission,1
hasPermission,1
KYLIN-3085,0
CubeInstance,0
regard,4
KYLIN-2992,0
CubeHFileJob.Reducer,0
APACHE-KYLIN-2969,0
APACHE-KYLIN-1872,0
interruptible,1
KYLIN-1664,2
KYLIN-2956,0
blocked,9
4095,0
3403,1
/api/admin/config,0
3484,0
whitelist,0
non-admin,1
84ba5615898de99e154d0e13912a82815a0cf02f,0
KYLIN-2922,0
KYLIN-3376,0
KYLIN-3172,0
CreateLookupHiveViewMaterializationStep,0
NUTCH-415,1
CrawlDb,5
Application-level,1
NUTCH-416,1
CrawlDatum,5
CrawlDbReducer,1
permanent,1
redirection,2
NUTCH-322,1
redirected,1
protocol-level,1
NUTCH-273,3
redirects,4
0-sized,1
injected,1
development,27
SiteSell,1
Inc.,2
//svn.apache.org/repos/asf/lucene/nutch/trunk,29
490607,1
NUTCH-242,0
activate,1
CrawlDbFilter,0
LinkDbFilter,0
concerns,1
normmaliztion,0
Command,4
NUTCH-143,0
exit,16
ToolBase,1
HADOOP-488,0
Nutch,2
upgrades,5
0.6.0,0
438670,0
NUTCH-244,0
db.max.outlinks.per.page,0
outlinks,0
391958,0
NUTCH-237,0
Carrot2,1
Dawid,1
Weiss,1
393889,0
NUTCH-169,0
NutchConf,0
Marko,0
Bauhardt,0
Stefan,0
Groschupf,1
Jerome,1
Charron,0
373853,0
NUTCH-135,0
355828,0
Scoring,1
NUTCH-240,0
Development,0
Krugle.net,0
405967,0
NUTCH-268,0
DOS-ing,0
DNS,2
servers,13
fetchlist,0
406757,0
NUTCH-140,0
parse-plugin.xml,0
extension-id,0
plugin-id,0
379403,0
NUTCH-46,0
Kosiorowski,0
219097,0
NUTCH-2447,0
Work-around,0
SSLProtocolException,0
handshake,1
unrecognized_name,0
Markus,0
reconnect,12
HTTPException,0
NUTCH-2518,0
Cleaning,8
patchset,0
NUTCH-54,0
protocol-,0
content-based,0
parse-js,0
heuristic,6
extractor,0
JavaScript,0
protocol-httpclient,0
HTTPS,8
Jakarta,2
HTML,14
TagSoup,0
Status,9
persisted,4
assorted,0
sponsored,0
EvaluMetrix,0
LLC,0
//www.evalumetrix.com,0
//svn.apache.org/repos/asf/incubator/nutch/trunk,0
179436,0
NUTCH-2478,3
href=,6
parse-html,7
parse-tika,7
NUTCH-2569,0
ClassNotFoundException,3
pseudo-,0
jar,58
setJarByClass,0
NUTCH-2497,0
hosts,2
Indexer,0
NUTCH-2502,0
Content-Type,4
Any23,0
NUTCH-1514,2
NUTCH-1480,5
Logs,0
IndexerOutputFormat,1
writers,6
IndexWriters,0
IndexingJob,0
CACHE,0
ObjectCache.java:32,0
NUTCH-2486,0
MimeTypeIndexingFilter.java,0
href,2
element,50
DOM,15
tikamd.get,1
Content-Location,2
DomUtil,1
DocumentFragment,2
NUTCH-2470,0
CrawlDbReader,3
-stats,3
quantiles,0
score,4
min/max/average,0
Sections,0
indexer-,0
relaxed,3
IndexWriterParams,0
facilitate,7
obtaining,5
index-writers.xml,1
NUTCH-2474,1
CrawlDbStatCombiner,1
CrawlDbStatReducer,1
independently,7
NUTCH-2049,0
2.4,1
//svn.apache.org/repos/asf/nutch/trunk,31
1697466,0
NUTCH-2579,0
ProtocolFactory.getProtocol,1
RobotRulesParser,0
NUTCH-2477,1
Jurian,1
Broertjes,1
NUTCH-2535,0
NUTCH-2411,0
Index-metadata,0
indexing,35
NUTCH-2607,0
ParserChecker,1
ScoringFilters.passScoreAfterParsing,0
parses,5
inline,12
passScoreAfterParsing,0
NUTCH-1802,0
TestbedProxy,0
jnioche,6
1606730,0
NUTCH-2494,0
Ashraful,0
Islam,3
274,0
NUTCH-2006,0
IndexingFiltersChecker,0
1679567,0
NUTCH-2571,0
SegmentReader,0
-list,0
NUTCH-2154,0
suffering,0
Sujen,0
Shah,3
1711565,0
NUTCH-2209,0
Tokenization,0
Similarity,0
1729763,0
NUTCH-2574,1
hostCount,1
maxCount,3
NUTCH-2250,0
CommonCrawlDumper,0
Invalid,13
parts,13
Reads,0
segements,0
NUTCH-1561,0
parse-metatags,0
index-metadata,0
1614586,0
Interface,2
Always,10
separator,7
\r\n,0
URLs,20
host-specific,0
HostDb,0
temporarily,7
NUTCH-1249,3
NUTCH-1275,3
flagged,4
-Xlint,3
1484634,1
NUTCH-1483,3
NUTCH-1879,3
NUTCH-1880,3
NUTCH-1885,3
protocol-file,3
1636736,3
NUTCH-2465,0
Classpaths,0
interactiveselenium,0
NUTCH-1718,1
redefine,1
http.robots.agent,1
agent,8
1604291,1
NUTCH-2155,0
crawlcomplete,0
'current,0
requirements,21
1713885,0
NUTCH-1073,0
'fetcher.threads.per.host.by.ip,0
'fetcher.threads.per.host',0
//svn.apache.org/repos/asf/nutch/branches/branch-1.4,2
1164064,0
NUTCH-2397,1
Vipul,0
Behl,0
196,2
superfluous,2
NUTCH-656,0
Generic,0
Deduplicator,0
snagel,0
1541883,0
NUTCH-1793,0
HttpRobotRulesParser,0
1603094,0
NUTCH-1067,0
Configure,2
fetcher,0
NUTCH-1102,0
fetcher.parse,0
1170526,0
NUTCH-1080,0
1554881,0
NUTCH-1794,0
IndexingFilterChecker,0
dumpText,0
1603185,0
NUTCH-1681,1
URLUtil.java,1
toUNICODE,1
1553115,0
NUTCH-2124,0
1707360,0
NUTCH-2229,0
Jexl,1
1732140,0
NUTCH-1113,0
1575213,0
NUTCH-824,1
FileProtocol,1
//svn.apache.org/repos/asf/nutch/branches/branch-1.3,4
1056401,0
NUTCH-1386,0
Headings,0
1349233,0
NUTCH-986,1
1097410,0
NUTCH-1273,1
1302161,0
NUTCH-1549,0
Tika,13
MimeType,2
o.a.n.util.MimeUtil,0
1477821,0
NUTCH-1356,1
ParseUtil,1
ExecutorService,4
1349230,0
NUTCH-1137,0
LinkDB,0
-dir,0
1178376,0
Nutch-2246,0
/seed,0
137,0
NUTCH-534,0
SegmentMerger,0
-normalize,0
612174,0
NUTCH-547,0
Redirection,0
YahooSlurp,0
593151,0
NUTCH-598,0
638779,0
NUTCH-269,0
OOME,1
upper-bound,0
inlinks,1
897180,0
NUTCH-1078,0
changes.txt,1
1174191,0
NUTCH-618,0
663092,0
NUTCH-797,1
RFC-3986,0
1181747,0
//svn.apache.org/repos/asf/nutch/branches/nutchgora,3
1335065,0
1097411,0
NUTCH-972,0
CrawlDbMerger,1
Gabriele,1
Kahlout,0
1090199,0
NUTCH-888,1
parse-rss,1
1099585,0
NUTCH-950,1
DomainURLFilter,1
bogus,7
1055608,0
1056394,0
NUTCH-25,2
'character,2
detector,2
Mostly,2
Doug,2
Cook,2
Marcin,2
Okraszewski,2
Renaud,2
Richardet,2
NUTCH-369,2
NUTCH-487,2
579656,2
1055604,0
NUTCH-837,0
960064,0
NUTCH-640,0
confusing,8
Integer.MAX_VALUE,6
701052,0
NUTCH-1796,0
Gora,0
oppose,0
//svn.apache.org/repos/asf/nutch/branches/2.x,17
1604072,0
NUTCH-1420,0
dreaded,0
markus,0
lewismc,0
1447562,0
NUTCH-223,0
Crawl.java,0
Long.MAX_VALUE,1
637967,0
NUTCH-536,0
nutch,0
563894,0
NUTCH-544,0
newest,5
2.1,0
570327,0
NUTCH-1674,0
batchId,2
GORA-119,0
Parse,4
Index,32
Tien,0
Nguyen,0
Manh,0
Alparslan,0
Avcı,0
1594813,0
1553125,0
NUTCH-1448,0
Redirected,0
cleanly,13
outlink,0
1379438,0
NUTCH-634,0
0.17.1,0
678533,0
1485125,1
1477792,0
NUTCH-861,0
HTMLParseFilter,0
ParseFilter,0
984352,0
NUTCH-1532,0
'segment,0
1461140,0
NUTCH-443,0
parsers,20
536606,0
NUTCH-580,0
613378,0
begins,1
1590796,0
NUTCH-1573,0
1484348,0
NUTCH-1362,0
1337091,0
1099483,0
NUTCH-1462,0
type==null,0
NutchDocument,0
1379431,0
Parser,8
NUTCH-532,0
Emmanuel,0
Joke,0
572335,0
NUTCH-497,0
relating,4
StackOverflow,0
walking,1
550669,0
NUTCH-485,0
HtmlParseFilter,0
ParseResult,0
548103,0
NUTCH-1493,0
'contentLength'=,0
solrindex,0
index-more,0
1406749,0
NUTCH-1456,0
Updater,1
Kingson,0
ferdy,0
1382037,0
NUTCH-1353,0
nutchgora,1
DomainStatistics,0
crawlId,0
1334936,0
NUTCH-1767,0
links,6
1604298,0
NUTCH-559,0
NTLM,6
Basic,5
Digest,2
schemes,3
web/proxy,0
Susam,0
Pal,0
608972,0
NUTCH-1196,0
impose,0
upper,10
1202736,0
PARQUET-208,0
PARQUET-197,5
parquet-cascading,4
parquet,11
Tianshuo,96
Deng,100
tdeng,9
tsdeng/revert_parquet_197,0
a74b5c8,0
PARQUET-124,2
Albright,3
calbright,0
cj.com,0
chrisalbright/master,0
b1b0086,0
9669427,0
Ryan,62
Blue,60
proves,0
mergeFooters,0
8e342ed,0
PARQUET-141,0
scrooge,3
3.17.0,2
inspection,4
//github.com/apache/incubator-parquet-mr/pull/58,0
tsdeng/scrooge_schema_converter_upgrade,0
77cc12a,0
retrigger,0
80d61ad,0
26e1fe1,0
706497d,0
1b51f0f,0
PARQUET-348,6
shouldIgnoreStatistics,1
noisy,1
unreadable,1
Alex,45
Levenson,37
alexlevenson,3
252,1
isnotinvain/alexlevenson/various-fixes,1
9b5cb0e,1
ThriftSchemaConverter,2
376343e,1
d9d5dad,1
e26dc0c,1
8d9dde0,1
PARQUET-350,3
PARQUET-346,4
PARQUET-345,3
PARQUET-329,1
ThriftReadSupport,2
THRIFT_COLUMN_FILTER_KEY,2
239,0
SinghAsDev/PARQUET-329,0
1e44a70,0
o.a.p.hadoop.thrift,0
semver,5
excludes,2
4a1e572,0
PARQUET-361,3
prerelease,3
PARQUET-251,4
blue,12
rdblue/PARQUET-361-add-semver-prerelease,1
c01142d,1
PARQUET-67,0
footer,1
idea,4
wesleypeck,0
//github.com/Parquet/parquet-mr/pull/185,0
julienledem/extensible_metadata,0
72e0a50,0
PARQUET-23,18
org.apache.parquet,18
rdblue/PARQUET-23-rename-to-org-apache,0
5018c94,0
487b044,0
fe76459,0
parquet-tools,0
431bc6e,0
parquet-hive,1
382db6f,0
parquet-scrooge,0
f76b052,0
parquet-scala,0
c557515,0
parquet-protobuf,2
2a82366,0
f33db35,0
parquet-thrift,0
02399d2,0
parquet-pig,0
e0bb9ad,0
parquet-benchmarks,0
55fb0c4,0
parquet-avro,4
8b7318f,0
parquet-hadoop,1
666b3d7,0
parquet-column,0
3aaf772,0
parquet-encoding,0
9f6df3e,0
parquet-generator,0
e34edab,0
parquet-common,0
3ae3f7e,0
parquet-format,0
PARQUET-343,3
Caching,4
wide,17
huge,10
underneath,3
writeMull,3
ancestor,5
in-effcient,3
locality,9
Flushing,3
non-null,5
tight,3
PARQUET-341,5
gave,4
~2X,3
tsdeng/batch_null,3
0a61646,3
curly,3
braces,5
a8964c0,3
writeNullToLeaves,3
5309612,3
cacheNullForGroup,3
ecbdfca,3
ed692c0,3
0cae1b6,3
8e07db4,3
dead618,3
reformat,6
c3c0c70,3
